,Unnamed: 0,User Name,Heading,Rating,Review,vector
389,389,Venkatesh Babu Premkumar,Fabulous!,5,"What is good1. Good battery backup.2. Ok kinda camera and does the job in this price range.3. Classy look and added advantage is coming with back cover.4. Good performance.What can be improved 1. Display glass says gorilla type and hardened but it got cracked easily.2. Lot of advertisements (quite Common in Mi phones) had to tweak the notification settings.3. Chrome cast is not working, but can use to cast only YouTube videos. No other videos could cast.4. Performance of other like ...READ MORE",1
390,390,Harish Trivedi,Terrific,5,"Very good phone with great battery, decent performance and good camera. Best in this price range.READ MORE",1
391,391,Flipkart Customer,Best in the market!,5,Superb phone with affordable price. Also happy with fast delivery service.READ MORE,1
392,392,Limbachiya Nilesh,Wonderful,5,Very good very nice instrument best quality my is good product and beastREAD MORE,1
393,393,Balraj,Perfect product!,5,"good products, good delivery nice performance. thank to Xiaomi team an Flipcort.READ MORE",1
394,394,tarik ajij,Nice product,4,I'M REDMI LOVER 😍THIS PHONE BATTERY IS AWSOMEBUILD QUALITY GOODDISPLAY GOOD 5/3 RATINGBUT CAMERA COMPARE TO PRICE THAN GOOD OTHERWISE NOT BADALL OVER THIS PHONE UNDER BUDGET AND VALUE FOR MONEYREAD MORE,1
395,395,Yashodeep  Shingankar ,Fabulous!,5,Nice phone price is on the affordable that can easily by all peoples battery backup is good all over Nice phoneREAD MORE,1
396,396,Flipkart Customer,BEAST PHONE IN THIS RANGE,5,overall best phone under this range ! it doesn't have slo motion video but otherwise great better nd best phone value for money and afterall thanks to flipkart to deliver in 2 working days really Appreciable !thanks a lotREAD MORE,1
397,397,Flipkart Customer,Fabulous!,5,superb phone battery is more effectively 2days overall truly n nice awesome phone.READ MORE,1
398,398,Prateek  Sarkar ,Mind-blowing purchase,5,"Really, a nice product or can be said as the best within Rs. 8000.. Liked the product.... You can go for it!READ MORE",1
399,399,Amit  Kumar,Value-for-money,4,Awesome some mobile in this price I gifted to my mom On her birthday She very happyREAD MORE,1
400,400,sunil rana,Bad quality,5,"Phone is good, camera quality is not a very good you can carry like a secondary phone. Camera is not up to mark, I don't know how to people capture image and post here, I am using last 2 days but I am not satisfy with camera quality.READ MORE",1
401,401,Mukesh Kumar,Great product,5,Fantastic and super of 2019-2020 ..The whole features of the phone is very excellent which can't be explain....I love this phone ....😘😘😘😘READ MORE,1
402,402,manish vaidya,Classy product,5,Excellent product value for money friends  . All functions smooth . Play games watch video listening music . The best part is no need of ear phone for FM radio. Really charge very fast . This review after one month of use . Thanks Flipkart for timely delivered .READ MORE,1
403,403,Vicky A Khan,Terrific,5,"This Redmi 8 is a beast in budget! I m using Realme 5 also (3GB Ram) but this redmi beats realme in the app load up speed. Super phone for someone who is not into games much.Best gift for parents or grand parents.1.Camera : Its ok for the money spent.2.Screen : could have been better but still ok.3. Sound : Super 4. Battery : The best thing of the phone, with Usb type C.5.Speed : 4 GB Ram is enough to speed up the normal process.Cons :1.Could have been a Full HD Screen.2. Ads in MIUIREAD MORE",1
404,404,Janak Chauhan,Fabulous!,5,Best service.. Best price... Best mobile... Best performance.... Best dilevary... Best support...READ MORE,1
405,405,Korni Prakash Reddy,Simply awesome,4,Ultimate phoneFor 4 gb and 64 GB segment this is the best phone everI suggest my friends and family members MI only price is very reasonable thanks Flipkart very your best services on PhonesREAD MORE,1
406,406,santosh magar,Delightful,5,Good product cammera is good not very good but battery is too good long backup.....READ MORE,1
407,407,MAGHA RAM VERMA,Wonderful,5,"This pphone is very beautiful nice performance in this value , camera quality is very  beautiful and i enjoy performance of this phoneREAD MORE",1
408,408,RUPAM PAL,Best in the market!,3,"I gifted this for my mother she loved it also i, Good Camera Battery Back Up Decent Camera & Performance, Value for Money 👌READ MORE",0
409,409,Akash Darokar,Nice,2,This mobile is best for money value and doing average  work  because its processor is 439 and display is average better and battery very nice for long time.READ MORE,0
410,410,v Rajesh,Really Nice,4,All are perfect performance and came quality should all be will good work and also money also perfect costREAD MORE,1
411,411,Gokulram R,Worth every penny,5,Really awesome mobile it is. For this 7999 INR price we never get such a good mobile like this in any brand. 300% worth it is to buy and use.READ MORE,1
412,412,Joshi  Anumuthu ,Brilliant,5,"it's best👍💯 mobile under 8k. I am the great fan of Mi brand. I am writing this review after two days. Great battery backup, in full use it comes for me 24 hrs. Decent camera and display quality. I am happy with it. Good sound quality. overall it best👍💯 in this price. thanks to Mi and flipkartREAD MORE",1
413,413,Virendra  Jadhav,Decent product,3,Ok Mobile...Price should be 1000 less than selling price as display is not full hd but hd+ also camera is nice not great...But battery is mind-blowing and memory 4+64 gb is great ...Overall nice product in 7999/-.. Good for lite mobile users or 1st timers or elder peoples or Housewifes..:-PREAD MORE,0
414,414,Flipkart Customer,Wonderful,4,"Truly a beast, serves my purpose as I need bigger screen and battery back up is just awesome 5000mah works like a charm. Camera is Disappointing both rear & Front was expecting better and sharper quality. Over all one can buy it without giving a thought.READ MORE",1
415,415,Flipkart Customer,Mind-blowing purchase,5,nice one I like it every things are well and battery backup is so goodREAD MORE,1
416,416,ABDUL HAMEED,Perfect product!,5,Nice mobile . Thank u Flipkart.i love this product. Value for money . Nice delivery . I will get within two days thank u Flipkart thank u do much .....READ MORE,1
417,417,Dhanesh Mishra,Wonderful,5,"This MI smartphone at this price is incredible... The only con according to me what anybody would notice is the processor... so if you are looking for a strong gaming phone I would not recommend it.. Because it can give average to good performance in heavy games but not the best... so, if you are just looking for a quality smartphone with good performance .... just go for it blindly.READ MORE",1
418,418,Raj Yadav,Must buy!,5,Nice and beautiful phone.It's so attractive looking of rear and front side.But flashlight position is not attractive.It should be under the camera sensor and upon the fingerprint sensor.The shining of the phone is perfect.READ MORE,1
419,419,Asad Sheikh,Nice,3,Camera is below average. For a xiomi phone I was expecting a better camera than this. Rest of the features are good but not better than the competitors Overall it's a good phone but there are better alternatives like e6sREAD MORE,0
420,420,Abhijeet Rai,Super!,5,Just say wow in this price range. I mean really it attract by its PU finish glossy colour. RAM management is awesome camera is not excellent but in average in this price range. I recommend go fir it.READ MORE,1
421,421,Md Mofizul Karim,Worth the money,4,"Looks good.4/64 at 7999 was only phone available when i bought this. Pros :4 gb 64 .5000 mah type csupport fast chargeSapphire blue is attractiveprocessor is decent for daily usage.(Not for heavy gaming)Ergonomical,fits in hand.HD+ screen but bright and vivid.Cons: Camera should have been better. Hoping future updates will improve the camera performance.READ MORE",1
422,422,Ravi Tekriwal,Highly recommended,5,Nice and good looking phone. Features wise very good oneREAD MORE,1
423,423,bheeshm verma,Awesome,5,quite a good option if you are looking for a battery phone.... good processor in this range .... display is ok.... camera performance  ok... can't expect much more in case of camera and display in this price range great display and camera setup design to show off ...quite impressive back panel finish which is made up of glass ...also... it's really good that they are providing a back cover within the box.... overall it's a good value for money device if your budget is up to 9000 rupees ...I a...READ MORE,1
424,424,Safa Abdul Muid Khan,Classy product,5,"Best Phone From Mi Love it Performance Is Awesome , Battery back , Camera Mind-blowing Must Buy This Budget PhoneREAD MORE",1
425,425,Farhan ullah,Worth every penny,5,Excellent very satisfied with the product. it s really good. service is also nice .  I'm very satisfied.and gonna continue my shopping on flipkart.READ MORE,1
426,426,Pushparaj Meshram,Worth the money,4,It's product best as a cheep rate and Get high specifications 4gb ram and 64 GB storage its awesome and 5000 big battery available at this price it's awesome I used this product full of Experienced and realisable mobileREAD MORE,1
427,427,Suresh Kumar,Best in the market!,5,Very nice mobile and one time first first time online order and time too fast and good felkart boy delivery to fast deliveryREAD MORE,1
428,428,Akhil Prakash,Worth the money,4,"As anyone can see , battery is the main attraction of this phone. I've managed 2 days without charging (95% to 12%) , with normal game play and songs. Better don't charge beneath 95% after first charging, this can improve battery life. Display is quite 'OK',Camera is 'Ok' , not too smooth though. RAM & processor ... I'm not a Pubg addict.. but I use to play Call of Duty and PES2020 . Both works very fine and latter works absolutely fine in this device. Fast Charging , exibits it's full potent...READ MORE",1
429,429,Abhijit Roy,Perfect product!,5,"(A) Camera quality is super as I can expect from a 12 + 2 MP dual rear camera.(B) Battery performance is also very good, It lasts upto 2 days after full charge although I am a heavy user, but I don't play PUBG. If one will play PUBG in this phone than battery performance may vary.(C) Display quality is very good, Screen is bigger and has gorilla glass so no need to apply any screen guard.Colour and brightness is super.(D) Network and connectivity is that, it supports dual VoLTE. It has dua...READ MORE",1
430,430,Flipkart Customer,Fabulous!,5,juz awesome .... received 15 days back ... battery backup cam each n everything os cool n good ... loved this productREAD MORE,1
431,431,GokulSingh  Bhati,Brilliant,5,very nice picture quality. Long time tak chane vali Betry. super display. Good product. Thank you Filip cardREAD MORE,1
432,432,Ravinder Singh,Best in the market!,5,wow amazing cost mobile. I like it love you bholeREAD MORE,1
433,433,Sidhant Kumar,Really Nice,4,best product & valuable price... I like this product... & very fast delivery Thankyou filpkart... :)READ MORE,1
434,434,Flipkart Customer,Highly recommended,5,"awesome & fantastic mobilethe mobile as packed very safely phone quality is excellent....redmi as a good future & long lasting screen , cameraREAD MORE",1
435,435,ramjan,Excellent,5,this device is super and l look Is good best smart phone in lo price super colourREAD MORE,1
436,436,Syed Mohd Abdul Ghafoor ,Brilliant,5,Awesome mobile good battery backup valuable ... And good service flipkart... Tnk uREAD MORE,1
437,437,Flipkart Customer,Best in the market!,5,"nice mobile really camera is good , batry back up also excellent, Mobile  sound & look nice , totally everything is very nice .READ MORE",1
438,438,Keyur Ruparelia,Value-for-money,4,"Good phone at this price ..I have a green colour and looking fantastic .I am average user and didn't find any issue till now.Performace is good ,there is no heat issue,sound is very clear and loud . If I compare to other phone at same price , I have another phone  Honor 8C .If we compare, Clearly Honor 8c is clear winner for performance,slim,camera,battery,display and other features.READ MORE",1
439,439,Flipkart Customer,Really Nice,4,"nice phone lots off good varieties in it NC camera n good to handle ... thanks to flip cart for giving so quick service that I hv never expected , delivery was just given in 2 days. Thanks flipcart....READ MORE",1
440,440,raja goswami,Pretty good,4,handset was good and in working condition but charger was not working so i had to buy a new one this was not good at all. flipkart u should take care about that what u gonna deliver its working or not.and if v talk about performance so guys all over this phone is awesome under this budget.READ MORE,1
441,441,sudhanshu shekhar,Worst experience ever!,5,it does not works fine calling hangs few popular apps doesn't works fineREAD MORE,1
442,442,Kamlesh Dhruv,Fabulous!,5,"Perfect phone in every aspect! Best Display, Camera, Ram, Excellent battery ! and great performance with perfect price!READ MORE",1
443,443,Abhishek kashyap,Super!,5,best mi mobile battery work long long long time i love this mobile mi like brand is XiaomiREAD MORE,1
444,444,Dinesh Sheoran,Excellent,5,nice looking nice battery performance good work nice priceREAD MORE,1
445,445,Mohammad.saiyyad. Waseem,Great product,3,awesome phone awesome battery backup performance is good but camera quality is not goodREAD MORE,0
446,446,Avi,Good,5,"the camera could have been better..its better in light conditions but not at all good in low light,..so improvement needs to be done..except everything is fine till now..battery is awesome...its a bit heavy..READ MORE",1
447,447,Flipkart Customer,Wonderful,4,"its a very good phone under 10k i bought this for 8k for my mother the internal space is 64gb its good for use my mom is happy with this handy phone with great features , cammera quality is not very good but the performance is bestREAD MORE",1
448,448,Flipkart Customer,Good quality product,5,"After about 2 months of usageI ll day it's a value for money.As I am not a hard hitter gamer I just would say its performance is smooth according to apps I use.Camera, battery ,look . ergonomic, speaker , voice call, screen everything is perfect.It is good purchase for those who are not very fond of gaming and selfies and just stick to contemporary use of mobile.READ MORE",1
449,449,Nirav jagda,Brilliant,1,"very good product by redmi, good camera, good battery backup, in this price range this is a super phone I recommend, all the required things are loaded camera, ram , battery, display.READ MORE",0
450,450,Raj Yadav,Awesome product,5,Service also nice and very fast and delivery man also goodOver all best product and best service by flipkartREAD MORE,1
451,451,Ritesh  Navadia ,Simply awesome,5,Mi Redmi 8 is a feature rich smartphone with very good performance at this price.I like to use this phone very much.UI is the best.Speed is good.Phone is pre loaded with so many extra features & capabilities.I would definitely recommend this phoneREAD MORE,1
452,452,Anant Rath,Just wow!,5,Pros :- Device feels sleek and premium. Ruby Red color looks awesome. Display is ok at this price. Battery is excellent. Good voice call quality and network reception. My son mostly uses it with Jio sim and he is happy with the performance (especially playing basic games). Device got Miui 11 update. Snapdragon 439 processor works smoothly.Cons :- Initial setup was not completing due to some unknown reason. Tried everything but was getting stuck on blank screen. Had to take it to a Mi store ...READ MORE,1
453,453,VEDARAJ S,Worth every penny,5,Best phone in this range. The Best Battery backup. More storage space. Sometimes I feel phone hanging after end of calls. Weight I feel a bit high. Overall Best in class.READ MORE,1
454,454,Flipkart Customer,Super!,5,"I am very satisfied with flipkart service and this phone is too good just a bit heavier and wide ,thoda mota h phn overall the phone is best in this range camera quality is above average. I bought it in onyx black colour it looks like metallic . I will recommend it to allREAD MORE",1
455,455,Flipkart Customer,Really Nice,4,not bad... bt sometimes display laggs.. and doesn't support the skin touch... bt over all value for money .. beautiful mobile with .. great battery backup and screen size also remarkable... loved it..READ MORE,1
456,456,Mohsin Ansari,Very Good,4,value for money. can say one if the best phone under 8k. getting awesome battery life and afcourse notbest but gud camera and performance wise its superb as redmi always leading in performance so no doubt about that. little heating while playing heavy games or watching too long online movies. after all its a combo.. go for it if ur budget is under 8k.READ MORE,1
457,457,lThomso,Good quality product,4,"in my 1st day usage, iam using the word terrific to describe the phonehighly reccomonding redmi 8but if u are heavy gamer iam not suggesting redmi8but still it is amazing for daily use..social media ,ordinary gamingoverall satisfied with this productREAD MORE",1
458,458,Asad Shaikh,Terrific,5,Value for Money Camera is OkBattery is very good and the important part is that it supports fast charge 18wDisplay is good at this price rangePerformance is goodYou will not find any other brand with 4gb and 64gb with this price rangeIt supports dual Volte at same timeGlossy lookThose who are moderate user can go for thisREAD MORE,1
459,459,Abhijit Ghosh,Wonderful,5,I gifted to my Mother nice phone for daily use nice battery and nice camera.READ MORE,1
460,460,Ravi Raj Singh Rajput,Must buy!,5,"best phone in this price . love it . if you have low budget & you want buy a best phone , so without westing your time buy this phone .♥️♥️♥️👌👌👌🔥🔥🔥READ MORE",1
461,461,Souvik hazra,Brilliant,5,Amazing product Redmi 8 .many new features available in this phone. Thank you xiamoi . Thank you Flipkart for fast delivery. Thank youREAD MORE,1
462,462,Rajan Kumar,Best in the market!,5,Overall a best 📱 in this price. Battery back up is good but camera isn't of good quality.READ MORE,1
463,463,Megha,Redmi 8,5,It's good smart phone and reasonable price I love itREAD MORE,1
464,464,Hrishikesh Chowdhury,Really Nice,4,"Front camera is avg. Performance is good. One bad thing I found it do support till 720p vdo resolution only. 1080p options does not even come for you tube videos though clarity wise you will not get any difference, its all pretty same in mobile. Battery and looks really good. Preloaded apps  an be uninstalled so no issues with apps. Few advanced features MI given in this range which is impressive. Overall budget phone.READ MORE",1
465,465,Devansh Chowdhary,Great product,5,"phone's really worth it  at it's given price point. I don't really use it for gaming so I don't have to use my charger very much. I am having a great time, xiaomi is the only company I would recommend , especially if you are on a budget and looking for an excellent smart phone ! besides you also get type c fast charging support, only for just INR 8000. Best of luck Xiaomi ! and Flipkart afcourse I will never forget that you just delivered my phone within two days with  excellent packaging. It...READ MORE",1
466,466,Flipkart Customer,Mind-blowing purchase,5,This mobile is very good an excellent mobile an good camera and good net speedREAD MORE,1
467,467,DEEPAK SINGH,Perfect product!,5,"nice mobile with good looking and awesome features, super price.. l like it..READ MORE",1
468,468,Sunita Varma,Simply awesome,5,very perfect phone loved it.... best phone ever camera quality is like damn goodREAD MORE,1
469,469,Swati Nitin Kumar,Wonderful,5,Thank you to Farra who was too polite and respectful while exchanging. Also very professional about the work cluture. Thank you Flipkart for hiring such educate workersREAD MORE,1
470,470,Thiyagarajan Ramachandran,Perfect product!,5,it's very good phone for people who needs good performance with decent camera. it looks like 15k to 20k phone and thanks to company which makes user happy:)READ MORE,1
471,471,Korrai Ramesh,Simply awesome,5,in India one of the best app flip cart .......redmi 8 mobile super ..... value for money in 4gb ram internal 64 gb superREAD MORE,1
472,472,Aditi Anand,Delightful,4,"Mobile is good but the camera is only 12 mp so compare to other picture sharpness is slightly less, but overall it is very good and i will recommend itREAD MORE",1
473,473,Mehndi Hasan,Simply awesome,5,"Its awesome product in low cost, Thank you once again to service and product too. Product is good condition. I am really enjoying with all fantastic features.READ MORE",1
474,474,Guru Sundar Ganesh,Excellent,5,Simply best choice under 8k. one can't get a best spec phone & performance is awesome. My only suggestion for redmi is to bundle fast charger with the boxREAD MORE,1
475,475,Asim Gire,Wonderful,4,Very good phone at range it's awesome.. The look of phone is very good it feels like we have something..READ MORE,1
476,476,Flipkart Customer,Highly recommended,5,"very nice mobile and battery back up is very good , I am very happy with this shopping app , I have faith in flipkartREAD MORE",1
477,477,ABHISHEK BHANDARI,Delightful,4,:phone is quite good specially in the battery performance.:display is really nice but the camera is not quite good as i thought.:if you are planning for the budget phone then this phone is very much worth it.READ MORE,1
478,478,Pratap Ambade,Simply awesome,5,"Its awesome product in low cost, Thank you once again to service and product too. Product is good condition. I am really enjoying with all fantastic features.READ MORE",1
479,479,Dikshita Sarma,Good,3,phone is stylish and good but battery back up is not good enoughREAD MORE,0
480,480,Raj Thakur,Just wow!,5,just wanna say.. at this price range at present.. this is the best phone u can have....Highlighter is---1. 5000mah battery2. 4gb/64gb3. wireless FM4. 6.22 inch beautiful displayvalue for money....beautiful look n nice colour.. as I have bought green...u can buy this even ur eyes closed n u will not regret....READ MORE,1
481,481,Mark Clement,Good quality product,4,Nice and so good .  worth for money we spend . very stylish nice lookREAD MORE,1
482,482,Jayanthan  CS,Awesome,5,Received an very fresh piece... @ 8k it rocks shines in every aspect.. The only con is that the color saturation could have been better i am not expecting Samsung super amloed like colour saturation but at this price it could have been better... Even though redmi downgraded its processor  SD 632 from redmi 7 to SD 439 on redmi 8..i couldn't notice that much of lag as its 4gb ram... Beside Samsungs amoled i feel huawei honors mobile has better display than anyothet mobiles in its class.. Sadly...READ MORE,1
483,483,Nethra V,Worth every penny,5,super mobal price for satisfied good response punctual delivery good comucatedREAD MORE,1
484,484,Sumbul Fatema,Good choice,4,"Value for money... nice product, get battery pick up but camera is not so good but in this price, truly RecommendedREAD MORE",1
485,485,Abhi,Good quality product,4,Xiaomi is just awesome!!The ease of use that the software offers is amazing when compared to big brands like Samsung. I left my old mi phone for a mid range Samsung phone 2 months back due to a close friend egging me to not buy Chinese. And i regretted it. So i bought the Mi 8 at 1/3 price of my Samsung and its offering me same performance/gaming etc with more easily customizable device!It's really fun to use!!READ MORE,1
486,486,Prashanth  R,Value-for-money,4,"If you are looking for a feel good phone with good memory space you can go with it , 5000mah battery is more than enough for Snapdragon 439 processor in which you cannot expect the performance.....It is not worth the money When Other brands provide equivalent Snapdragon 635 processor for same price range  Redmi still goes with Snapdragon 439 which plays a major drawback to this phone .....READ MORE",1
487,487,Flipkart Customer,Classy product,5,Good quality with nice features at affordable price. Only thing Pixel Quality of Camera is not too good but average. Good phone at the price range.READ MORE,1
488,488,JOSEPH SURESH S,Highly recommended,5,Good product. stylish design and super display performance. 5000 mah battery have two days working performance. really nice mobile. value for money.Thank you Flipkart.READ MORE,1
489,489,arup kumar das,Mind-blowing purchase,5,"awesome purchase in 2020..awesome camera, awesome battery life, awesome performance.. REDMI 8 is better than REDMI note seriesREAD MORE",1
490,490,Ankit Gupta,Wonderful,4,better option available in this price like realme U1 its feel very heavy realme U1 is best device because is very nice finishing and also go for it realme is only realREAD MORE,1
491,491,John Rogue,Awesome,5,"Great mobile, awesome battery backup. Really good for day to day use. Not a camera phone, but it will get the job done. Got it for 6500 with exchange of an old device. Really worth the money.READ MORE",1
492,492,Meet  Shah,Nice product,4,"Very Good Smart Budget Phone at this price... features having Fast Charging C Port, 5000 mAh Battery, Dual Camera Setup, 4GB 64GB storage makes this phone more stronger than others in same price category. Camera and Processor Performance could be better, weight is more(due to 5000mAh battery)  although very well featured budget oriented, beautiful styled, balance smart phone at this price.READ MORE",1
493,493,Flipkart Customer,Very Good,4,"alwya want to shop only on Flipkart , because of detailed information n understanding of product with genuine quality n fast delivery...again purchase smartphone from Flipkart , ..awesome , genuine fast delivery , and again to say , Flipkart always rocks ....READ MORE",1
494,494,ABHAY SINGH,Very Good,4,"Nice product with affordable price, thanks Xiaomi. Best all-around in 8k segment.READ MORE",1
495,495,Jyotirmoy  Bhattacharyya ,Great product,5,"I am giving the rating after using the product for 20 days. First of all, you will get a monster battery with this phone; camera is good in this price(13+2 mp& 8mp); again you are getting Snapdragon processor which smoothens the phone; again the main reason for  buying this product is it's storage capacity. If you buy this product then you are getting 4gb+64gb storage which suits the budget too. The fingerprint and the face lock system works very fast. So, if you are looking for a budget phon...READ MORE",1
496,496,Flipkart Customer,Terrific purchase,5,"It's a supperbb phone at this price, I recommend to go for it. The battery easily last for 2 days. Camera clarity is awesome though can't compare with Vivo Z1 which is much better and also price of Vivo Z1 is 13 to 15k. 64 GB hard disk n 4 GB ram ensures top performance. A little heavy to hold but it's worth itREAD MORE",1
497,497,Arshi  Mukhtar,Mind-blowing purchase,5,"It's a worthy phone, provides more features in much less price. Phenomenal camera quality, display, sound and speed. I am totally enjoying using my beautiful ruby red handset.READ MORE",1
498,498,Damodara Kudalla,Good choice,4,It is nice mobile.good worth at this priece.iy has good design and battery pick-up niceREAD MORE,1
499,499,Rajinder  Singh ,Classy product,5,good Quality & Fast Delivery Bus Thora Price kam kro ji otherwise OK & Best of luckREAD MORE,1
